Gene	Stat	Length
Slc25a46	-3.11348294767369	10546
Rpn1	-3.11318548604871	1757
Tex261	-3.11249246862276	2678
Sema7a	-3.11227511806986	1264
Npy	-3.11152633498317	180
Dcaf4	-3.11098763864373	365
Phf13	-3.10976312732505	1922
Dnajb4	-3.10849429293825	3566
Ppp1r3d	-3.10842922287767	2162
Usp24	-3.10820519356389	4486
Alg5	-3.10816970669146	2623
Sde2	-3.10763992136348	1821
Arfgef2	-3.10706733376758	3264
Ano8	-3.10684286969826	366
Syp	-3.10682540539683	3964
Mknk2	-3.10222725117525	1891
Ctnna1	-3.10213980089539	883
Mblac2	-3.10186555307544	2929
Eml4	-3.10061385302888	2194
Scn3a	-3.10052819237899	6421
Miat	-3.09935997078058	8339
Slc39a6	-3.09678708571513	1212
Cops2	-3.09567496107734	2025
Kat7	-3.0952478457636	6018
Rint1	-3.0944789689731	4634
Ankrd10	-3.09283011275488	3479
4930402H24Rik	-3.09240926140254	6257
Lemd2	-3.09158677785223	1040
Igf2r	-3.09133102617222	1565
Wnk1	-3.09009583565753	6410
Afap1	-3.08950421692204	6012
Alas1	-3.0893620913284	936
Slc23a2	-3.08862445031291	4350
Car11	-3.08758914588518	168
Tmem246	-3.08426743885133	1449
Epdr1	-3.08403085181238	1641
Ccdc136	-3.08350988699296	685
Hsf2	-3.08337497860638	1030
Nudt13	-3.08277591112812	2965
Eif3b	-3.08266601667186	485
N4bp1	-3.08172513818172	3548
Sgsm3	-3.08155767719833	1679
Nudt8	-3.08149660366796	2844
Vac14	-3.08089480214327	938
Srp19	-3.0785391707192	501
Rpap2	-3.07750804919553	1828
Ascc1	-3.0769544570999	643
Tro	-3.07683235957095	1483
Ngfr	-3.07651359757107	1985
Trip11	-3.07609469415019	3925
Gatad2b	-3.07568135859281	5333
Tmem199	-3.07544363099805	1240
Acadl	-3.07503261157262	629
Tm2d2	-3.07396796992849	481
Gm13889	-3.07339092839218	631
Hid1	-3.07126040430992	1563
Gtf2e1	-3.06939341524322	5273
Mrps28	-3.06908975206928	100
Sort1	-3.06908539051622	4329
Slc25a42	-3.06741622703191	5041
Galnt9	-3.0666475036439	876
Tmem106b	-3.0660273991535	5776
Csnk2a2	-3.06602495529532	6345
Fam193b	-3.06585063088913	397
Osgep	-3.06576907236535	3401
Slc45a1	-3.06467457294553	1883
P4htm	-3.06449652041733	2124
Mrpl16	-3.06422471414521	313
Zbtb41	-3.06413848705656	5477
Azin1	-3.06392986582959	4037
Sart3	-3.06354774784472	858
Zfp322a	-3.06207433076103	3235
Stx4a	-3.06183118605807	1136
Eif2b2	-3.06150004168595	945
Trim23	-3.06129417052934	3170
Zc4h2	-3.0601819905866	1459
Smc6	-3.06011763204578	4128
Katnb1	-3.05985699454396	1088
Npc1	-3.05956361961226	5786
Prdm4	-3.0590236841459	1523
Fiz1	-3.0574121951678	1254
Cops4	-3.05739521601389	2784
Cpt1c	-3.05374990565554	2357
Srm	-3.05351152522602	911
Phtf1	-3.05249169130455	3062
March11	-3.05203622426204	1881
Bub3	-3.05192494064706	1010
Ccdc181	-3.05172128113475	178
Adcyap1r1	-3.05102749468804	4282
Shroom2	-3.05092810401161	3818
Fam69b	-3.05072282329601	589
Vkorc1l1	-3.04876271775074	4476
Phf3	-3.0484610335038	2738
Rbbp4	-3.04776146123844	6686
Zfp758	-3.04729992284697	1896
Insig1	-3.04693427824105	1842
Pnkp	-3.04602337363974	1444
Gm10699	-3.04592020707762	1789
Mvk	-3.04515498792234	819
Pick1	-3.0437768768168	3792
Clcn7	-3.04375056528145	1983
St8sia4	-3.04172095140704	6806
Rgs7	-3.04129266911793	744
Vps4a	-3.04071050173622	1109
Abhd13	-3.03901121846137	3737
Ate1	-3.03874901223032	3064
Birc2	-3.03560809927469	524
Xkr6	-3.03450697779692	4616
Clk3	-3.03443710385989	927
Polr2c	-3.03438402873998	646
Gm12355	-3.03426854049833	703
Zdhhc6	-3.03372864498421	2235
Osbpl1a	-3.03369745603988	2630
Dtnb	-3.03296812461935	13483
Tial1	-3.03230109564665	5094
Tnfrsf12a	-3.0321640210159	546
Bbip1	-3.03077163025992	1686
Hipk3	-3.03031831536176	3556
Entpd6	-3.03015691134786	3743
Vps33a	-3.02848156622843	6022
Snx18	-3.02776771356836	4637
Stx6	-3.02650927609047	4844
Wdr47	-3.02597036241188	2208
Carkd	-3.02543976696796	2429
Ccdc34	-3.02543934612791	2702
Tmem222	-3.02537462366408	1028
Kdm4a	-3.02433531934676	2010
Cops3	-3.02403300265325	2080
Ppp1cc	-3.02347831098906	2162
Rbl2	-3.0224128835931	2935
Rab3gap2	-3.02203298263154	4645
Cant1	-3.02162353501494	1669
Suds3	-3.02144670570202	1255
Tceal6	-3.02099436165175	256
Mtmr7	-3.02092544039781	3131
Ehmt1	-3.02064248983233	3737
Poglut1	-3.02057022959027	3163
Isca2	-3.02033544230461	1304
Stt3b	-3.0201101288835	5375
Hist3h2a	-3.01996586041355	1543
Adam9	-3.01934632254417	1319
2310022A10Rik	-3.01897426749639	2750
Wnk2	-3.01649720719276	1644
Mib2	-3.01647987209129	1521
Trpc1	-3.01642297146279	1664
Vta1	-3.01473743183268	1218
Slc44a5	-3.01385817356005	4326
Ranbp10	-3.01308106715109	4237
Pgm2	-3.01281201038895	530
Dpp6	-3.0124016406622	12501
Them6	-3.01201080265795	803
Urgcp	-3.01152765844907	2267
Usp4	-3.01123844634361	2126
Gm16062	-3.01071439082361	589
Csrp2bp	-3.01015290241867	1741
Snap29	-3.01006842998947	2526
Upf3b	-3.0099704576386	2489
Metap1	-3.00885427785319	4629
Bckdha	-3.00885331795223	411
Smarcb1	-3.00859800989545	369
Imp3	-3.00699999801186	337
Rnf168	-3.00685344031442	2112
Sbf2	-3.00659921671893	6177
Hnrnpd	-3.00557985773479	5866
Cttn	-3.00492555394206	1709
Fam105b	-3.00436920050351	2801
4933427D14Rik	-3.00072254939279	2389
AK191694	-3.00055575561822	368
Tceal3	-2.99891923988175	2187
Secisbp2l	-2.99880763012987	4352
Trpt1	-2.99801316118696	777
Acot9	-2.99767250536792	857
Rnf20	-2.99598659525682	3652
Ccnk	-2.99574616172089	905
Abhd5	-2.99549124099337	2444
Kcnc3	-2.99537978687222	2885
Ly6e	-2.99398454907138	1192
Tmem191c	-2.99378211236227	1624
Lpin1	-2.99352236745081	3585
Kif2a	-2.99232387802274	4176
Puf60	-2.99225647630399	146
Fbxo10	-2.9916839205813	1948
Hexim1	-2.99010402221167	1733
Iffo2	-2.98774335906833	3948
Cacnb1	-2.98731153148945	1721
Ksr2	-2.98538171794603	10421
2610002M06Rik	-2.98529179285056	5058
Zfp37	-2.98519662500237	1762
Pwwp2a	-2.98512727456334	4384
Eml2	-2.98497797556545	625
C230091D08Rik	-2.98494896865551	1803
Dgkb	-2.984615576758	5265
Mterfd2	-2.98433784938795	5097
Ltbp3	-2.98412136637126	654
C030039L03Rik	-2.98294270950426	2970
Ostm1	-2.98281785472342	6418
Dbt	-2.98257852683337	1781
Ipo4	-2.98252360259957	1527
D2Wsu81e	-2.98237062665666	1008
Polr2h	-2.98210128693015	358
Ercc2	-2.98007718281753	2485
Atp11c	-2.97991579367123	3951
Reep2	-2.97969344071767	994
Wdr77	-2.97901872574676	4475
Acaa1a	-2.97742877094401	1824
Ndufaf5	-2.9773635637489	2008
Srfbp1	-2.97726012401925	1516
Lrrfip1	-2.97470479199379	2006
Numb	-2.97386327370241	2290
Hdac7	-2.97201142695796	1319
Mirg	-2.97195881356607	3707
Tspan31	-2.97165311432851	826
Peg13	-2.97105856243843	4725
Bin3	-2.96731873806321	921
Lgi3	-2.96703180642159	6180
Btbd10	-2.96690022633074	2883
Eif6	-2.96651651523103	1368
Pcgf6	-2.96608102044194	2982
Syt3	-2.9659170443833	889
Atp13a1	-2.96451176267477	220
Stx7	-2.96289019569023	2472
Heatr3	-2.96285253390518	1836
Eif4enif1	-2.96192460932391	2797
Tcf20	-2.96171552117128	3972
Spsb4	-2.96019643541864	3596
Mief2	-2.95917087204321	1395
Dag1	-2.9587751933276	2411
Sharpin	-2.95734354576383	2197
Bcap29	-2.95731268106111	4008
Exoc2	-2.95669959360248	1928
Psma4	-2.95462086451546	1270
Ankrd34b	-2.95442196492437	1869
Zfp874b	-2.95402466691598	2321
Rbm42	-2.95373375039678	631
Gclc	-2.95353295965621	1238
Rab35	-2.95241880334399	2102
Fam76a	-2.95232834027405	2008
Agpat3	-2.95013989160976	9108
Dnajc3	-2.94974574253468	3518
Yars	-2.94949453276468	2811
Ubald2	-2.9493215799625	1002
Rffl	-2.94804316549029	3617
Mospd1	-2.94736109435831	1364
Gxylt1	-2.94650740632665	5225
Hars2	-2.94511533216587	2422
Arl4d	-2.94450629757353	577
Ncstn	-2.94449533327005	1764
Vimp	-2.94444176307457	560
Thap7	-2.94434695484739	832
Vamp3	-2.94322380630401	2730
Ercc5	-2.94301459681708	1286
Rnd3	-2.9425920574509	3695
Edil3	-2.94230539864902	12163
Snrpd3	-2.94150849537933	2068
Ppil1	-2.94149565606673	1207
Tmem178	-2.94126672144713	8078
Vasp	-2.94018708894497	825
Cat	-2.93998694825526	906
Max	-2.93970149053894	1299
Igsf11	-2.93939649619672	1963
Tmem9	-2.9393013610052	963
Zfp235	-2.93911755016297	1902
Morc4	-2.93719505274239	3696
Bace1	-2.93674488476685	4318
Ece1	-2.93668646151487	5018
Bcl6	-2.93623076749723	1577
8430419L09Rik	-2.93458901204759	3112
Vstm2l	-2.93425010174352	596
Fpgt	-2.93231950725275	1697
Hspb6	-2.93185561576439	974
Rbm34	-2.93097178367453	3590
Tspyl5	-2.93086478964641	2702
Dhcr24	-2.92975358987668	2348
Zmym3	-2.92972266957975	3699
Gm10483	-2.92921139141344	1675
A930011O12Rik	-2.92872216297896	3688
2310039H08Rik	-2.92759924464534	250
Mex3d	-2.92587094139919	870
Cenpq	-2.92562120938279	3326
Slc25a25	-2.9253788673999	2923
Psme4	-2.92418034499358	1687
Ethe1	-2.92311032481262	151
Ikbkg	-2.92262664061585	8961
Timm44	-2.92240880034912	1526
RP24-176F12.14	-2.92193154094597	344
Crebbp	-2.92136746200071	2732
Laptm4b	-2.92028047223538	915
Psmc2	-2.91923543040855	2506
Tmem151a	-2.91798137152723	2893
Lsm14b	-2.91680011539739	1293
3110057O12Rik	-2.91669609305883	3797
Letm2	-2.91553777965382	3748
Scly	-2.914980557496	3307
Zfp868	-2.91485825123211	1599
D17H6S53E	-2.91467148556164	1127
Fhl1	-2.91414668999028	2018
Cdr2	-2.91377898809354	1762
Gab2	-2.91252448491505	3932
Cdk7	-2.91251514227862	6453
Rab7	-2.91235534823544	1329
Tceal8	-2.91115757212375	1684
Rdh14	-2.91090884652399	407
Setd1a	-2.91081032252976	736
Ddx3y	-2.91077331861987	2573
Socs6	-2.91016912942354	4308
Gm5124	-2.90976463342135	2669
Gm561	-2.90971164964624	110
Cars2	-2.90962320247154	165
Zfp609	-2.9092916961	4271
Rdh11	-2.90914593745162	1893
Sirpa	-2.90795064882811	2423
Hsd17b7	-2.90780098899493	3874
Pthlh	-2.90700511380988	467
Zfyve20	-2.90637031970713	3215
Slc25a38	-2.90620316198214	1418
Wipf2	-2.90619084616435	6892
Gm13835	-2.90556849634749	685
Mrps17	-2.90441841108081	4561
Lrpprc	-2.9040571026811	3585
Ssh1	-2.90328095691508	5572
Paip2b	-2.90236987174414	5867
Vps41	-2.90182669721301	611
Triap1	-2.90138536541836	811
Pclo	-2.89969924092324	6570
Gtl3	-2.89960881925518	1709
Prpf39	-2.89913745993261	1963
Smim18	-2.89766220504727	196
Tm2d1	-2.89763743025577	311
Smu1	-2.89752461417571	2645
Rbm5	-2.89659399735775	7926
Ip6k2	-2.8940032590262	1054
Dok4	-2.89259913428297	1301
Itm2b	-2.89208923256161	827
Dpm2	-2.89197737802324	1031
Zbtb7c	-2.89102023947959	2231
Ccdc71l	-2.89094170645926	3303
Cntnap1	-2.8893431393552	1146
Hyal2	-2.88930222020883	659
Mtg1	-2.88881773790875	3316
Heca	-2.88844613119495	3189
Nr1d2	-2.88762797033434	3589
2810403A07Rik	-2.88708053074311	3543
Zfp286	-2.88706238660271	3539
Ece2	-2.88538361994499	3101
Rps6ka3	-2.88442823363178	4880
Trub1	-2.88391038036702	5738
Dip2b	-2.88364858225764	4589
Matr3	-2.88357390352857	1615
Arl10	-2.88287631141053	2762
Tmem209	-2.88241583321832	5202
Rcan1	-2.88232956021644	1502
Gabbr2	-2.88204265504889	2663
Dpp7	-2.88087342666165	1967
Coprs	-2.8800620074529	244
Pisd-ps1	-2.88004537503067	2001
Btaf1	-2.8795362014454	3559
Ssbp2	-2.87633142590834	9543
Itfg1	-2.87590726716215	1311
Atf4	-2.87588102651015	85
Sec61b	-2.87578327277726	841
Timm8a1	-2.87473389446665	850
2310011J03Rik	-2.87471471706799	1094
Mrps2	-2.87360721963336	1756
Slx4	-2.87298655948709	1587
Tsr1	-2.87238929203708	1679
Zfp12	-2.87175928710876	4771
Polr2i	-2.87023136567578	106
Mir3076	-2.87002990303092	60
Scaf8	-2.86949071804206	11219
Nelfe	-2.86873056521858	969
Dtx1	-2.86855333879198	1662
Msh6	-2.86829556144136	87
Lrrc47	-2.86799696852507	1217
1700021F05Rik	-2.86788014358401	590
Zfp689	-2.86638143927141	1817
Anks1	-2.86540575443089	3366
Tbck	-2.8644098547538	12552
Map4k3	-2.86405545555361	1336
Dscaml1	-2.86374858974098	1103
Xab2	-2.86353235267046	1962
AI504432	-2.86285289318442	5502
Hsd17b10	-2.86262359560569	304
Gtf3c3	-2.86212804194249	2249
Fuca1	-2.86135737496913	1836
Paox	-2.85846162063157	2940
Cnppd1	-2.85736652003174	1844
Tug1	-2.85663911695781	5978
Ppp6r3	-2.85515058399261	6908
Cops8	-2.85400294173189	1088
AK010878	-2.85342405748256	4548
Gtf2f2	-2.85138443009297	597
Trpc3	-2.85128333449644	3480
Ctsd	-2.85110566767297	1177
Rnf103	-2.85004262749776	2313
Dctn1	-2.84928372503357	1483
Ppp2r2a	-2.84816499506189	3397
Kcnn2	-2.84707012671793	4769
Scg3	-2.84705206537651	4803
Rictor	-2.84616476553055	11588
Soat1	-2.84511534451355	7592
Gm8394	-2.84450358580365	145
Gnb4	-2.8441294872356	11363
Vps13d	-2.84355097164733	11432
Arfrp1	-2.84344176301346	2578
Gatc	-2.84323915768089	1297
Zfp30	-2.84306463863086	3548
Copb1	-2.84165405158164	319
Ndst3	-2.83986276784746	2724
Alg1	-2.83960426746091	1066
Cenpv	-2.83909951645112	715
Chuk	-2.83891644840544	2511
Tspan6	-2.83805128485024	896
Pde10a	-2.83731301466914	8201
Rpp21	-2.83695901089062	425
Ap3d1	-2.83581541845565	910
C130071C03Rik	-2.83569592130344	4148
Gcat	-2.83458032717277	1701
Etfb	-2.83447092193453	292
Rcor1	-2.83441980533489	3985
Cyp2u1	-2.83392047377765	3451
Zfp639	-2.83339740941784	259
Fam3c	-2.8327915577785	2055
Msh3	-2.83202589203682	1536
Ankrd45	-2.83020744224533	2839
Rnf217	-2.83014525517861	9476
Tm9sf4	-2.83009146248321	4708
Polr1b	-2.82983607232269	1702
Vps8	-2.82983038960852	2936
Prickle1	-2.829754534592	1731
AK178890	-2.82885730490076	421
Mfsd3	-2.82847187260102	803
Arhgap12	-2.82768344413612	5462
Chn2	-2.82748178427593	2406
Dut	-2.82645480472824	1704
Ddx25	-2.8262966190835	5330
Pnpo	-2.82566005564667	1542
Gprin1	-2.82543571643798	990
Nt5c	-2.82468623749635	779
Dlx5	-2.82437445913947	688
Stt3a	-2.82429713403578	6296
Acd	-2.8238191774005	1954
Myrip	-2.82334868350256	2233
Bex4	-2.8215069554239	227
Dbn1	-2.82075826019026	1241
Hnrnph2	-2.81993658557024	803
Dr1	-2.81989857337452	1958
Ppp1r8	-2.81896944083757	1870
Lmna	-2.81825094700202	1161
Vash2	-2.81801493595539	2537
Calu	-2.81769701628909	3340
Ano6	-2.81631590698462	3460
Pfdn4	-2.81616042634116	319
Rab36	-2.81399424748068	4147
Irf2bp1	-2.81263107685018	572
Zfp385b	-2.81258345009264	5627
Sh3rf3	-2.81213736396244	4194
Cd200	-2.80971690262533	2983
Laptm4a	-2.80909213207245	551
Klhl22	-2.80837547221919	3537
Nono	-2.80791052359116	1970
Gnl3	-2.80741133127001	119
Ptplb	-2.80723563743852	3653
Fbxo28	-2.80579014259162	3789
Skiv2l	-2.80529742792063	1422
Zdhhc5	-2.8047815146784	1717
Ube2w	-2.80354948913522	9459
Snx3	-2.80339882660912	622
Gm6863	-2.80289898702608	642
Aebp2	-2.80255172683048	6165
Urm1	-2.80252000488711	2843
Atpaf2	-2.80224214908739	1229
Mrpl37	-2.80202706038306	1122
Zswim1	-2.80084909910452	674
Copb2	-2.80032348990606	235
Rdh13	-2.80023339816959	5690
Ahsa2	-2.79810683418938	2074
Fbxl3	-2.79791040112642	3032
Rabgap1	-2.7976535285271	4265
Bloc1s3	-2.79737231808446	1210
Polr3e	-2.79650966021768	1900
Letmd1	-2.79594700889051	1406
Krcc1	-2.79551410088458	2069
Nol11	-2.79482500838294	1804
Tubb4b	-2.79082684841433	860
Ddx49	-2.78868631439443	1652
Slc36a4	-2.78864836581335	5314
Frmd3	-2.78826193431246	2826
Fbxo34	-2.78815361014417	690
Pak1	-2.78766513136166	1526
Polr2k	-2.78666216433715	236
Xpo1	-2.78566085257727	2338
3110052M02Rik	-2.78529710362614	3768
Ing4	-2.78477274710259	5276
Snapc2	-2.78410422061212	414
Rnf215	-2.78393483531144	1234
Gm2115	-2.78293037454972	1490
Dexi	-2.78218374029623	1990
Unc5d	-2.7810590966522	6051
Gria4	-2.77882407216124	3807
Pacsin2	-2.77624427236657	867
Tbl1x	-2.77614110295866	3267
Rras2	-2.77589296613229	1470
Bnip1	-2.77551836980849	4296
Pja1	-2.77534372466971	831
Mob2	-2.77297003641569	4459
Slc39a1	-2.77159280743108	1270
Zfp952	-2.77087022622112	3791
Leo1	-2.76983385322829	1337
Enox2	-2.76870082537101	2317
Apoo-ps	-2.7685889483102	276
Anks3	-2.76685469898897	786
Tmem101	-2.7665494186455	1360
Slc25a10	-2.76628667650975	3989
Srsf10	-2.76570729770297	5848
Exosc10	-2.76500839274668	982
Inha	-2.76399478505182	203
Strn3	-2.76339446069453	1696
Mrpl4	-2.76315883607047	1403
Enpp4	-2.76112081769976	3005
Zbtb17	-2.76091309156549	1599
Hexb	-2.7604472885446	198
Oxsr1	-2.75906564143474	2784
Asb13	-2.75801947841669	4788
Ttc27	-2.75746635082293	114
Pigh	-2.75722312357282	2915
1110008J03Rik	-2.75595258025165	1300
Srgap1	-2.7554499453482	6081
Riok2	-2.75479744499262	2162
Clptm1l	-2.75473854936494	522
Gemin7	-2.75348424097068	333
Mcmbp	-2.75206029670333	2368
Ldb1	-2.75035421440938	2740
Fgf14	-2.75024168244499	2576
Ubxn8	-2.7496195682285	1944
Taf3	-2.74959400302055	1795
Ubr4	-2.74828334110084	2048
Gm15344	-2.74748269843666	84
Pde12	-2.74716178485267	5976
AK051687	-2.74661517194902	2778
C2cd2	-2.74586546682141	4580
Eid2b	-2.74505696155104	4944
Coq9	-2.74336718783236	1628
Bcl7b	-2.7433394790212	1295
AW549877	-2.74333372095847	4161
Serpini1	-2.74266735723931	5865
AK018679	-2.74225139975386	3547
Fv1	-2.74098170661389	2299
Cap2	-2.74069663136732	1987
Atg13	-2.74011866499913	1963
Apba2	-2.73994090424345	1454
Adssl1	-2.73898737111694	345
Sirt7	-2.73845215477325	2777
Hsp90b1	-2.73818055355283	1114
Sec61a2	-2.73789300448295	2422
Ppp1r3f	-2.73775456388009	3940
Rwdd2b	-2.73772590465456	1301
Cry1	-2.73729362534123	608
Plekho1	-2.73567586863193	834
Klhl24	-2.73540913255656	6133
Eri3	-2.73472271029306	971
Carm1	-2.73338077224048	1541
Cdc27	-2.7312657885174	3839
Herpud1	-2.73110792737872	1083
Kcnh2	-2.73107249423693	1091
Ddx47	-2.73057290513796	2116
Med29	-2.73052404716703	1547
Hagh	-2.7294542267856	258
Cml1	-2.7282218925869	124
Lamp5	-2.72642171539535	1830
Ash1l	-2.72526701440248	2293
St7l	-2.7252633834774	7261
Lin37	-2.72502713159186	261
Usp14	-2.72463350718148	5619
Shisa7	-2.72322364537471	4514
Smim19	-2.72306520425368	697
Rwdd2a	-2.72197126941018	248
Col25a1	-2.72095388126237	6747
Etfdh	-2.71960080842523	5116
Dnajc18	-2.71889287013434	4016
Upf1	-2.71874617601571	958
Fam63a	-2.71816327554843	2878
AK205703	-2.71816180587952	557
Yrdc	-2.71685812181661	767
Mrrf	-2.715449969446	4616
Smad7	-2.71533921731031	2108
Pim3	-2.71323101053038	964
Tnrc6b	-2.71286787215881	13880
Rpp25	-2.71169895754827	611
Ftsj2	-2.7114903407805	664
Atl3	-2.71126476249081	5651
Mettl3	-2.71023587506153	2981
Tnpo3	-2.70960529354803	7746
Nars	-2.70919440000365	871
Irak1	-2.70799784050036	2565
Dedd2	-2.70771349872582	4535
Itgb1bp1	-2.7060777293742	1717
Chd6	-2.70566470201556	12929
Zfp40	-2.70531592812753	1431
AK184946	-2.70508095723923	2727
Msantd2	-2.70507659133492	669
Dazap1	-2.7033109130698	1144
Scpep1	-2.70277200718754	642
Agfg1	-2.70229962200791	6236
Slc44a1	-2.70128715634346	8688
Cmas	-2.7004055788844	1231
Dennd4a	-2.70000510030888	9980
Pag1	-2.69935608206672	7800
Fam134c	-2.69835449850004	2297
Fbxw8	-2.69693226096669	3753
Tmem80	-2.69685769898556	1729
Wdr37	-2.6966925269015	6527
Gmppa	-2.69562900123701	736
Slc29a2	-2.69544613864287	942
Sugt1	-2.69520140002704	6274
Cnih1	-2.69457094894379	982
Spg11	-2.69362391872773	1252
Rnf139	-2.69275198709003	2256
Diablo	-2.69275126805718	5097
Peli1	-2.69254680343046	1440
Smarca5	-2.69164672060713	4174
Dus2l	-2.69097153398796	1333
Nsmce4a	-2.69043932414156	523
Dpy19l1	-2.69032768962257	1371
Ttll1	-2.68976614306159	1226
B930041F14Rik	-2.68940527515989	1543
Kctd12	-2.68918786177021	5320
Nipal3	-2.68860382301675	6021
Fam213a	-2.68858347490483	896
Wnk3	-2.68770558185849	5601
Wdr20a	-2.68560107832996	1417
Gm5537	-2.68480660745531	1661
1500012F01Rik	-2.68419166490915	1199
Cacna2d3	-2.6840324029406	322
Nr2c2ap	-2.68270812314637	655
Ppa2	-2.68236099544485	457
Bbc3	-2.68216541661478	1216
Psmg2	-2.68154870383354	422
Snip1	-2.68138491270216	1308
Dpysl4	-2.68114450565335	1874
Smpd4	-2.68047567946141	6260
Fam149a	-2.68031911532273	2583
Traf7	-2.67996303353698	3286
Nabp1	-2.67988738073239	5840
Trpc4	-2.6788066561921	6097
Cntn4	-2.67788530588308	4739
Nfrkb	-2.67710919047828	1569
AK185681	-2.67624177346472	797
Cdyl2	-2.67584511975687	6408
Ube2e1	-2.6757484442111	3590
Prmt2	-2.67441598906086	1317
Rere	-2.67400141218261	3516
Tmem240	-2.67332125155923	5167
BC094334	-2.67329319157957	1735
Rpa3	-2.67258913901775	770
Wbp5	-2.67227756220603	459
Dnajb12	-2.67217058005887	2114
Snupn	-2.67191997673606	3557
1810043G02Rik	-2.67088666079093	1379
Dnm1l	-2.67075893228752	2079
Zfp157	-2.67041420978029	7340
Mrto4	-2.66932517083097	1907
Aldh9a1	-2.66835262125493	1031
Wtap	-2.66764003666361	4779
Plxna3	-2.66752541275418	2364
Gstz1	-2.6673717038508	893
Tmem165	-2.66694432709731	1302
Adc	-2.66593065701207	2748
Usp3	-2.6639745965768	4751
Fgfr1op	-2.66361312116431	2821
Trappc12	-2.6628217282497	6745
Zfp369	-2.66264284348624	3054
C330007P06Rik	-2.66157689746315	4347
Jakmip3	-2.66134179508052	2298
Arpc1a	-2.66101928578974	816
Mxra7	-2.66101460292296	2869
Lmnb2	-2.6608021526734	1778
Thrb	-2.65981964937093	6392
Ttc1	-2.65960012732323	1522
Slc5a6	-2.65900845920546	838
Bin1	-2.65899509879734	498
Aifm2	-2.65833958826211	3078
Commd3	-2.65736791141223	2337
Arhgef11	-2.6572170266072	1472
Tmem237	-2.65695682948343	544
Cyp4x1	-2.65693710899306	2359
Mrpl39	-2.65676449943795	1204
Ergic3	-2.65653842671968	617
Zfp821	-2.65641761357547	481
Clip2	-2.65633884873671	1398
Zdhhc20	-2.6562078647785	5833
Mapk7	-2.65548525780473	2874
Tmem218	-2.65509408386218	598
Cbr1	-2.65269347765532	274
Lysmd1	-2.65088493176774	991
Ric8	-2.65014108990913	2293
Fam135a	-2.64980588447817	3106
Errfi1	-2.64957292498882	1737
Dcun1d2	-2.64915887504776	3439
Cdkl3	-2.64875645319385	2785
Mum1	-2.64804869690983	7744
Clcn2	-2.64731433157296	1995
Mettl22	-2.64730876452899	768
1810058I24Rik	-2.64561560656279	2337
Rrp36	-2.6446638193842	497
Pigx	-2.64251925245242	617
Mrpl46	-2.6423417592426	490
Med16	-2.64147743248093	1479
Slc6a9	-2.64143120542974	1403
Pusl1	-2.64057294312104	1720
Srrm4	-2.64053377123062	6134
Nit2	-2.63933999784077	410
Tmx3	-2.63868495648438	6345
Nagk	-2.6380716278421	2079
Ube2q2	-2.63567427832399	1569
Vamp4	-2.63545577922664	3189
Paqr9	-2.63498557044978	6979
Pcbp3	-2.63390623445789	884
Zbtb43	-2.63377419868022	3409
BC062895	-2.63372402948253	4336
Uchl5	-2.63368677441968	738
Rrbp1	-2.63282040434394	4201
Rnf121	-2.63228645768943	1446
Cbwd1	-2.63155096989313	969
Trappc5	-2.63016182394567	1665
Ramp3	-2.629606514322	993
Pigyl	-2.62940420832161	148
Dusp22	-2.628254774509	4356
Tnrc6c	-2.62757025767196	6214
Tmem63b	-2.62696060991388	2251
Phf15	-2.62660060629699	8556
Spns2	-2.62648005249409	1502
Smim12	-2.62588242910256	623
Cpsf7	-2.62544548938079	4169
Tmem9b	-2.62483931643938	1002
Plekha8	-2.62451512674189	4857
Ufsp2	-2.62425805279031	858
Usp47	-2.6233193537745	6603
Ift20	-2.62299272389534	843
Rhno1	-2.62298038246288	945
Atp6v0c	-2.62285957067209	744
Spock1	-2.62228341869348	6753
Bahd1	-2.62161006676136	1956
Dcbld2	-2.62146428066493	5450
Pdcd7	-2.6208103931845	926
Gmcl1	-2.61886921603625	1471
Cisd2	-2.61882497108147	3379
Gpatch1	-2.61855602380382	583
Fstl5	-2.61839508138769	2698
Taf1b	-2.61830703528501	624
Sgk1	-2.61802623985382	2273
Ctnna2	-2.61802421466451	3307
Myo19	-2.61619588899327	2227
Mrpl18	-2.61598374805874	808
Rgs16	-2.61552883175249	1613
Ckap5	-2.61488406079807	1622
Prr24	-2.61398001948888	885
Trnt1	-2.61365183080302	2387
Zfp444	-2.61340891993842	4671
Supt20	-2.61320961224468	1912
Wbscr16	-2.61231506618231	1775
Timp2	-2.61155000282795	2638
Lrrn1	-2.61048393708353	835
Cars	-2.60969374553466	2438
Lancl1	-2.60753151724288	3695
Cript	-2.60649956927116	1362
Upp2	-2.60607294246045	8335
Rala	-2.60526428345652	1804
Spata2l	-2.60521469814195	1013
Adam19	-2.60485976474317	3735
Fam189a2	-2.60484082130351	675
Dock11	-2.60389026404401	1911
Atm	-2.60365447386496	3254
9530068E07Rik	-2.60231990978387	2848
Arid5b	-2.60225990842179	6071
Rab22a	-2.60224770997248	6222
Cntnap2	-2.60212272758322	5636
Mvd	-2.60174953325127	499
Zfp386	-2.60142915557702	9505
Wdr4	-2.60094564760423	3749
Fbll1	-2.59880664712886	110
St3gal2	-2.59835967000255	2778
Ddi2	-2.5975824140667	8082
Fance	-2.59740069076855	1116
Dok5	-2.59604459079939	537
